anuncio_data;anuncio_ano;anuncio_mes;empresa_alvo;municipio;regiao;descr_investimento;setor_desc;cnae_inv_2_desc
04/04/2024;2024;4;Takoda Data Centers;Hortolândia;RA Campinas;Construção complexo de Data Centers, base física onde são armazenados aplicativos e dados essenciais de vários tipos de empresas;Serviços;Atividades de prestação de serviços de informação
04/04/2024;2024;4;Hitech Electric;São Paulo;RM São Paulo;Inauguração concessionária na zona sul , a loja do Grupo Carueme, oferece os utilitários elétricos;Comércio;Comércio e reparação de veículos automotores e motocicletas
04/04/2024;2024;4;Song Qi;São Paulo;RM São Paulo;Inauguração restaurante de cozinha com pratos especiais como o pato de Pequim Laqueado também estão no cardápio, os dumplings, woks e chicken satay;Serviços;Alimentação
03/04/2024;2024;4;Edifício Martinelli;São Paulo;RM São Paulo;Reforma prédio será realizada pelo Grupo Tokyo, vencedor da concessão pública, terá  um café, bar e uma loja de design, um restaurante para 250 pessoas com mirante coberto e espaço para eventos;Serviços;Atividades ligadas ao patrimônio cultural e ambiental
03/04/2024;2024;4;Hospital Sírio-Libanês;São Paulo;RM São Paulo;Instalação complexo  hospitalar chamado de O Parque, na Avenida Roque Petroni Júnior, o funcionamento vai contemplar o conceito hospital dia, onde procedimentos e consultas serão agendados previamente;Serviços;Atividades de atenção à saúde humana
02/04/2024;2024;4;xBloom;São Paulo;RM São Paulo;Inauguração lanchonete com bebidas e hambúrgueres com ingredientes de origem vegetal, feitas com fibras e proteína vegetal na Zona Sul, no shopping Metrô Santa Cruz;Serviços;Alimentação
02/04/2024;2024;4;Transpetro;Guarulhos;RM São Paulo;Inauguração usina  solar fotovoltaica com capacidade máxima de 2,8 MW (megawatts) para abastecer todo o seu terminal de Guarulhos;Infraestrutura;Eletricidade, gás e outras utilidades
01/04/2024;2024;4;Life;Mogi Guaçu;RA Campinas;Inauguração joalheria  com o compromisso que os antigos ourives tinham, criando joias exclusivas e eternas;Comércio;Comércio varejista
01/04/2024;2024;4;Life;Franca;RA Franca;Inauguração joalheria  com o compromisso que os antigos ourives tinham, criando joias exclusivas e eternas;Comércio;Comércio varejista
28/03/2024;2024;3;Carrefour Express;Guarulhos;RM São Paulo;Inauguração supermercado de produtos alimentícios em geral e bebidas a franquia está em um condomínio residencial;Comércio;Comércio varejista
28/03/2024;2024;3;Enjoei;São Paulo;RM São Paulo;Inauguração loja da plataforma de brechó on-line, é a sua primeira loja física;Comércio;Comércio varejista
27/03/2024;2024;3;Bar do Zeca Pagodinho;Ribeirão Preto;RA Ribeirão Preto;Inauguração bar especializado em  petiscos saborosos, cervejas geladas e pratos variados, a clássica comida de boteco;Serviços;Alimentação
27/03/2024;2024;3;iFood;Santo André;RM São Paulo;Inauguração espaço para os trabalhadores podem ter mais comodidade para beber água, ir ao banheiro, carregar o celular e descansar;Serviços;Alimentação
27/03/2024;2024;3;iFood;São Bernardo do Campo;RM São Paulo;Inauguração espaço para os trabalhadores podem ter mais comodidade para beber água, ir ao banheiro, carregar o celular e descansar;Serviços;Alimentação
27/03/2024;2024;3;iFood;São Caetano do Sul;RM São Paulo;Inauguração espaço para os trabalhadores podem ter mais comodidade para beber água, ir ao banheiro, carregar o celular e descansar;Serviços;Alimentação
26/03/2024;2024;3;Arquiteto de Bolso;São Paulo;RM São Paulo;Ampliação empresa  tipo startup que conecta os usuários com arquitetos e design de interiores para desenvolverem projetos rápidos de decoração e reforma para ambientes domésticos;Serviços;Outras atividades profissionais, científicas e técnicas
26/03/2024;2024;3;Mercado Livre;Osasco;RM São Paulo;Ampliação empresa com foco em logística, tecnologia, Mercado Pago e Mercado Ads, da empresa de e-commerce, armazenagem e despacho de encomendas;Comércio;Comércio varejista
26/03/2024;2024;3;SPMar;Inter-regionais                                                                                                                                                                                                                                     ;Inter-regionais;Construção complexo Viário para Acesso do Rodoanel a Região do Alto Tietê, o projeto inclui a implantação de alças de saída do Trecho Leste do Rodoanel Mário Covas (SP-21) em Suzano;Infraestrutura;Armazenamento e atividades auxiliares dos transportes
26/03/2024;2024;3;Metrô;São Paulo;RM São Paulo;Construção Linha  2-Verde ocorre entre a Vila Prudente e a Penha, para construir mais 8,4 km de vias e oito novas estações, cruzando a zona leste;Infraestrutura;Transporte terrestre
25/03/2024;2024;3;WestRock;Itupeva;RA Campinas;Abertura fábrica de chapas de papelão com tecnologia para impressão interna das embalagens para clientes de ecommerce, linhas de montagem, laminação e customização manuais com produção de itens especiais, acessórios e composição de kits;Indústria;Fabricação de celulose, papel e produtos de papel
24/03/2024;2024;3;DP World;Santos;RA Santos;Aquisição equipamento , dois portêineres (Quay Cranes),5 RTGs (Rubber-Tired Gantry Crane), 12 ITVs (Internal Transfer Vehicle) e dois ECHs (Empty Container Handler) faz parte do plano de expansão do terminal (complemento da ficha 7353);Infraestrutura;Armazenamento e atividades auxiliares dos transportes
24/03/2024;2024;3;Manden Baobá;São Paulo;RM São Paulo;Inauguração restaurante de cozinha africana no cardápio folhas, frutos e sementes são comestíveis e saborosos;Serviços;Alimentação
23/03/2024;2024;3;Votorantim Cimentos;Inter-regionais                                                                                                                                                                                                                                     ;Inter-regionais;Expansão empresa de produção de cimento, no ciclo de 2023 a 2028;Indústria;Fabricação de produtos de minerais não metálicos
21/03/2024;2024;3;Tia Nell Girls Princess;Santos;RA Santos;Inauguração salão de beleza  kids com cadeiras do local são em formato de carruagem, o lustre remete aos bailes reais e a entrada é como a porta de um castelo no Shopping Parque Balneário;Serviços;Outras atividades de serviços pessoais
21/03/2024;2024;3;Althaia;Atibaia;RA Campinas;Ampliação pesquisas e inovação para o desenvolvimento de novos medicamentos a serem produzidos e comercializados no período de 2024 a 2027;Serviços;Pesquisa e desenvolvimento científico
20/03/2024;2024;3;Vivant Padaria Artesanal;São Paulo;RM São Paulo;Inauguração padaria com abordagem artesanal nas produções, inspirada na tradição culinária franco-italiana;Comércio;Comércio varejista
20/03/2024;2024;3;Paparoto Cucina;São Paulo;RM São Paulo;Inauguração restaurante de cozinha italiana;Serviços;Alimentação
20/03/2024;2024;3;Paparoto Cucina;São Paulo;RM São Paulo;Inauguração restaurante de cozinha italiana;Serviços;Alimentação
19/03/2024;2024;3;Fogo de Chão Moema;São Paulo;RM São Paulo;Reinauguração restaurante especializado em churrasco;Serviços;Alimentação
17/03/2024;2024;3;Execelência;São Paulo;RM São Paulo;Inauguração clínica  de procedimentos de estética avançada, faciais e corporais, além de depilação e serviços de nutrição;Serviços;Outras atividades de serviços pessoais
13/03/2024;2024;3;Pirelli;Campinas;RA Campinas;Inauguração laboratórios de Desenvolvimento de Materiais e Indoor e cnstrução de do Centro Logístico de Armazenamento de pneus e matérias-primas;Serviços;Pesquisa e desenvolvimento científico
13/03/2024;2024;3;Universidade Católica de Santos - Unisantos;Santos;RA Santos;Inauguração Centro de Tecnologia e Inovação em Artes, Design e Audiovisual. São espaços com estúdios de TV, rádio, fotografia, podcast, videocast e ilhas de animação, montagem e finalização de audiovisual;Serviços;Pesquisa e desenvolvimento científico
13/03/2024;2024;3;Shopping Litoral Plaza Santos;Santos;RA Santos;Construção Shopping Center  com lojas, serviços e restaurantes;Serviços;Atividades imobiliárias
12/03/2024;2024;3;Nissan;São Paulo;RM São Paulo;Inauguração escritório  estúdio de design da empresa na América Latina o “The Box”, um laboratório para desenvolver novos veículos para a marca Nissan, para Infiniti e Datsun;Serviços;Pesquisa e desenvolvimento científico
12/03/2024;2024;3;Botteh Handmade Rugs;São Paulo;RM São Paulo;Inauguração loja de tapetes e adornos feitos à mão;Comércio;Comércio varejista
08/03/2024;2024;3;ZEG Biogás;Votorantim;RA Sorocaba;Inauguração fábrica de produção de equipamentos de purificação de biogás;Indústria;Fabricação de máquinas e equipamentos
08/03/2024;2024;3;EDP Renováveis;Roseira;RA São José dos Campos;Instalação usina solar fotovoltaico para geração de energia elétrica, a energia renovável gerada pela usina solar será distribuída aos moradores da Favela dos Sonhos, em Ferraz de Vasconcelos;Infraestrutura;Eletricidade, gás e outras utilidades
07/03/2024;2024;3;Correios;Santos;RA Santos;Inauguração agência do correio no Largo São Bento;Infraestrutura;Correio e outras atividades de entrega
05/03/2024;2024;3;MRS Logística;Santos;RA Santos;Aquisição vagões a GBMX (Greenbrier Maxion). São 560 unidades os equipamentos serão utilizados no fluxo de transporte da mineração;Infraestrutura;Transporte terrestre
05/03/2024;2024;3;Apolo Tubulars;Lorena;RA São José dos Campos;Instalação tecnologias que permitem adicionar valor aos seus produtos, expandir e atingir mercados com maior eficiência operacional da empresa de produção de tubos de aço;Indústria;Metalurgia
05/03/2024;2024;3;Oripi;São Paulo;RM São Paulo;Inauguração restaurante e bar;Serviços;Alimentação
04/03/2024;2024;3;Patú;São Paulo;RM São Paulo;Inauguração loja de moda cearense e um jeito contemporânea;Comércio;Comércio varejista
03/03/2024;2024;3;Toyota;Inter-regionais                                                                                                                                                                                                                                     ;Inter-regionais;Ampliação fábricas de automóveis com implatação de novos modelos de automóveis;Indústria;Fabricação de veículos automotores, reboques e carrocerias
01/03/2024;2024;3;Hanami Confeitaria;São Paulo;RM São Paulo;Inauguração confeitaria com especialidade em de choux creams, entremets no formato de yuzu e de maçã, bolo inteiro de pistache com frutas vermelhas, versões autorais de cheesecake e red velvet;Comércio;Comércio varejista
01/03/2024;2024;3;Raízen;Andradina;RA Araçatuba;Inauguração Centro de Capacitação e Aprendizagem Técnica com cursos preparatórios de Mecânico de Manutenção em Máquinas Agrícolas e Equipamentos Pesados;Serviços;Educação
01/03/2024;2024;3;Consórcio C2 Mobilidade sobre Trilhos;Inter-regionais                                                                                                                                                                                                                                     ;Inter-regionais;"Concessão Linha trem intercidades, trem de média velocidade pelo trem intermetropolitano (TIM), que conectará as cidades de São Paulo, Jundiaí e Campinas e terá quatro paradas; e pela operação, manutenção e obras da linha 7 Rubi";Infraestrutura;Transporte terrestre
